
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
450,Dwyane Wade,SG,32,MIA,54,1775,22.0,.588,.551,.339,.042,4.4,12.3,8.5,25.5,2.3,1.4,15.5,27.9,110,106,3.5,2.0,5.5,.149
451,Dion Waiters,SG,22,CLE,70,2072,14.0,.508,.479,.237,.252,1.7,9.0,5.3,18.2,1.6,0.7,12.3,26.9,99,110,0.3,1.3,1.6,.037
452,Kemba Walker,PG,23,CHA,73,2614,16.8,.499,.441,.295,.286,1.7,11.6,6.6,29.7,1.7,1.0,11.6,25.8,103,105,1.8,3.3,5.1,.093
453,John Wall,PG,23,WAS,82,2980,19.5,.524,.473,.295,.230,1.5,11.7,6.5,40.5,2.6,1.1,16.3,27.4,106,104,4.0,4.0,7.9,.128
454,Gerald Wallace,SF,31,BOS,58,1416,10.0,.543,.546,.439,.278,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,95,106,-0.3,1.6,1.3,.043
455,Casper Ware,PG,24,PHI,9,116,13.0,.538,.512,.143,.500,0.0,8.7,4.2,13.7,3.3,0.0,10.1,18.1,105,109,0.1,0.1,0.2,.071
456,C.J. Watson,PG,29,IND,63,1193,13.0,.555,.516,.263,.434,1.9,7.4,4.8,14.4,2.6,0.5,13.9,16.6,107,100,1.1,2.1,3.2,.130
457,Earl Watson,PG,34,POR,24,161,2.1,.470,.364,.364,.636,3.4,6.6,5.0,22.0,1.6,0.4,57.1,8.1,82,110,-0.2,0.1,-0.1,-0.018
458,Maalik Wayns,PG,22,LAC,2,9,19.3,.500,.500,.000,.000,0.0,23.9,12.3,31.7,11.1,0.0,0.0,9.8,134,82,0.0,0.0,0.1,.313
459,Martell Webster,SF,27,WAS,78,2157,11.5,.591,.557,.213,.634,2.0,10.1,6.0,6.7,1.0,0.6,8.3,14.7,116,108,3.3,1.7,5.0,.112
460,David West,PF,33,IND,80,2472,17.5,.533,.490,.267,.016,5.7,18.3,12.3,16.1,1.3,2.3,11.2,21.9,108,99,3.1,5.0,8.1,.157
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
461,Russell Westbrook,PG,25,OKC,46,1412,24.7,.545,.480,.370,.271,4.6,15.9,10.5,40.2,3.1,0.4,16.1,34.4,108,102,3.0,2.3,5.2,.178
462,D.J. White,PF,27,CHA,2,10,2.4,.000,.000,.000,.000,0.0,22.7,11.3,0.0,5.2,0.0,0.0,4.6,0,95,0.0,0.0,0.0,.004
463,Royce White,PF,22,SAC,3,9,-8.3,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0,117,0.0,0.0,0.0,-0.121
464,Deron Williams,PG,29,BRK,64,2059,17.6,.564,.518,.302,.374,0.9,8.9,4.9,32.8,2.4,0.5,15.0,21.8,112,109,3.8,1.5,5.4,.125
465,Derrick Williams,SF-PF,22,TOT,78,1820,11.5,.524,.454,.537,.205,4.3,15.8,10.0,4.7,1.3,0.9,11.3,16.2,105,109,1.3,1.3,2.6,.068
465,Derrick Williams,PF,22,MIN,11,162,7.6,.442,.370,.296,.278,2.0,15.9,8.7,0.9,1.2,1.9,8.9,17.6,90,107,-0.1,0.2,0.0,.008
465,Derrick Williams,SF,22,SAC,67,1658,11.9,.533,.465,.568,.196,4.6,15.8,10.1,5.1,1.4,0.8,11.6,16.1,107,110,1.4,1.1,2.5,.073
466,Elliot Williams,SG,24,PHI,67,1157,8.7,.519,.470,.353,.371,2.7,9.7,6.1,9.4,1.5,0.2,14.9,16.7,98,113,0.0,0.3,0.3,.014
467,Louis Williams,PG,27,ATL,60,1445,14.2,.547,.480,.363,.469,0.8,9.1,5.0,22.9,1.6,0.2,13.9,20.9,107,109,1.6,1.0,2.6,.087
468,Marvin Williams,PF,27,UTA,66,1674,14.0,.540,.519,.139,.445,5.5,17.9,11.5,7.7,1.7,1.5,8.7,16.7,110,110,1.9,1.0,2.9,.084
469,Mo Williams,PG,31,POR,74,1834,11.8,.507,.478,.132,.335,2.5,6.4,4.5,26.7,1.5,0.4,17.3,20.5,102,110,1.0,1.2,2.2,.056
470,Reggie Williams,SF,27,OKC,3,17,16.4,.611,.611,.000,.333,0.0,0.0,0.0,11.5,3.0,0.0,18.2,28.7,97,107,0.0,0.0,0.0,.034
471,Shawne Williams,PF,27,LAL,36,751,9.5,.503,.490,.104,.672,3.6,20.2,11.9,5.7,1.2,2.9,9.5,12.9,100,108,0.1,0.6,0.7,.045
472,Jeff Withey,C,23,NOP,58,684,15.2,.590,.535,.566,.008,8.2,17.4,12.7,5.6,1.1,6.1,11.0,12.0,122,108,1.2,0.6,1.8,.128
473,Nate Wolters,PG,22,MIL,58,1309,12.7,.486,.460,.231,.159,2.8,10.5,6.5,23.3,1.4,0.9,11.7,16.8,105,114,0.9,0.2,1.2,.043
474,Metta World Peace,SF,34,NYK,29,388,11.7,.469,.457,.113,.383,5.3,12.8,8.9,7.1,3.3,1.8,11.4,20.0,94,106,-0.2,0.4,0.3,.032
475,Brandan Wright,C,26,DAL,58,1077,23.5,.695,.677,.320,.000,11.0,15.1,13.1,4.7,1.5,4.2,8.5,17.4,135,107,4.1,1.0,5.1,.227
476,Chris Wright,SF,25,MIL,8,126,16.5,.577,.600,.429,.029,8.8,9.4,9.1,6.9,2.9,3.2,10.7,16.7,112,109,0.2,0.1,0.3,.102
477,Dorell Wright,SF,28,POR,68,984,11.9,.524,.490,.232,.680,3.2,17.5,10.5,9.4,1.2,1.1,10.6,16.2,108,107,0.9,1.0,1.9,.091
478,Tony Wroten,SG,20,PHI,72,1765,12.9,.493,.452,.403,.233,4.1,10.1,7.0,20.9,2.1,0.7,17.7,27.7,92,111,-1.8,0.9,-0.9,-0.025
479,Nick Young,SG,28,LAL,64,1810,16.0,.564,.511,.321,.394,1.7,8.1,4.9,9.0,1.2,0.5,8.6,26.8,107,114,2.3,0.3,2.5,.067
480,Thaddeus Young,PF,25,PHI,79,2718,16.6,.512,.489,.178,.228,6.3,12.8,9.5,11.8,3.0,1.1,10.7,24.1,101,108,1.2,2.3,3.5,.062
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
481,Cody Zeller,C,21,CHA,82,1416,13.1,.498,.426,.495,.002,9.4,18.8,14.1,10.4,1.5,2.3,15.0,18.9,101,102,0.4,2.2,2.6,.090
482,Tyler Zeller,C,24,CLE,70,1049,15.4,.581,.538,.417,.003,10.8,19.6,15.1,5.6,0.9,3.0,14.9,17.1,112,107,1.5,1.1,2.6,.120
